contract_name,contract_address,token_type,symbol,decimals
UniswapV2Pair,0x58FfF7110e39c733fD37742b8850f9205fBC351B,ERC-20,ULP,18
UniswapV2Pair,0x0c672CF5131eB81D1b141A0C1c9631e751E3c608,ERC-20,ULP,18
UniswapV2Pair,0x9f3574DAe1AeFfD65ef739e9F50e2B9dd8831056,ERC-20,ULP,18
UniswapV2Pair,0xb41Aae43E6ac45C8e6CE7cbB4979329E2E73eD8F,ERC-20,ULP,18
UniswapV2Pair,0x0fa312Bbc0038d2a680A7922CCee0298D11D023C,ERC-20,ULP,18
UniswapV2Pair,0x148C4ce0019a2e53f63DF50a6D9E9C09c5969629,ERC-20,ULP,18
UniswapV2Pair,0x63bfA7dBe921b4aA19d30692540959E2D5086773,ERC-20,ULP,18
UniswapV2Pair,0x0931738d2C2998173058B635524e437172a6a96C,ERC-20,ULP,18
UniswapV2Pair,0x5ef55c5bBF1a927bA0fEc614210832E1869a42F4,ERC-20,ULP,18
UniswapV2Pair,0x427c95a1379182121791cc415125acD73ea02e97,ERC-20,ULP,18
UniswapV2Pair,0x12E42ccf14B283Ef0a36A791892D18BF75Da5c80,ERC-20,ULP,18
UniswapV2Pair,0x4857E2F4e0b68bD31149f3f44CE0d883B7c4E440,ERC-20,ULP,18
UniswapV2Pair,0x736fC67F144e208381b85Dd0898fA1a6677bc437,ERC-20,ULP,18
UniswapV2Pair,0xd76eee106e10dcbF8b24D319e785a211D29BB8B1,ERC-20,ULP,18
UniswapV2Pair,0x59b22100751b7fda0c88201FB7a0eAf6fC30BCc7,ERC-20,ULP,18
UniswapV2Pair,0x1265bb3e69968A14fF7c4d8204b17c6B79A7FF52,ERC-20,ULP,18
UniswapV2Pair,0x2e6F82359d24598F0143B5Cc8edaa1D32be0d75d,ERC-20,ULP,18
UniswapV2Pair,0x6F3324B3E3C4d8b0106c42BedDC8BBD23c1bDaB7,ERC-20,ULP,18
UniswapV2Pair,0x0400cbCD2Bf5835949be4b4A74a37c73254345fa,ERC-20,ULP,18
UniswapV2Pair,0xe37EFCD3188cb9b6801009466aED2Dc9BBa19C0F,ERC-20,ULP,18
UniswapV2Pair,0xFf58607B98b986ff06D4C5a5E77e9881E610DD8c,ERC-20,ULP,18
UniswapV2Pair,0x8bDF901f22C100d5f13eCd00709a48919DD28015,ERC-20,ULP,18
UniswapV2Pair,0x9566991B6246Cf98df184272b97a1a40a93722De,ERC-20,ULP,18
UniswapV2Pair,0xd56FB0A18f7b0077d76d148e567f311Ad7935E9f,ERC-20,ULP,18
UniswapV2Pair,0x15292280Dd7fa91D4460e26fAfB5F6dD457C5A5D,ERC-20,ULP,18
UniswapV2Pair,0x1Eb738eC1D46c9BEfE95e830E19d0f537619F2D7,ERC-20,ULP,18
UniswapV2Pair,0xb5108b01280f994e67dc8BC3cd1E2433FA3A1B41,ERC-20,ULP,18
UniswapV2Pair,0x911923b25c6Ca2B916da8005F0554B365d7dDf33,ERC-20,ULP,18
UniswapV2Pair,0xCD1D049abdff6d1781d419cA7A897C389F2440E5,ERC-20,ULP,18
UniswapV2Pair,0xB715157F6C16Dd6523973c944F79aE4173DfebFe,ERC-20,ULP,18
UniswapV2Pair,0x83CF02F79Be87A7402A3Cac013d0e1C95FeFcAba,ERC-20,ULP,18
UniswapV2Pair,0x993B0d1A2C7EFF889F7e4dDC9a03b5085A2D1f27,ERC-20,ULP,18
UniswapV2Pair,0xFfe7989Aeb05f41D4579Ec267015F17dE66b08f7,ERC-20,ULP,18
UniswapV2Pair,0xc67d2557aDAdCbA1FCaa546DB146001e7624e5d3,ERC-20,ULP,18
UniswapV2Pair,0x832e6f1499fFC4512a316A6457BE8C2d7bBC102A,ERC-20,ULP,18
UniswapV2Pair,0xaA2cD92f13c5bA72291b3fDa9D0D860Aa48A514a,ERC-20,ULP,18
UniswapV2Pair,0x218AEd024d51EcBd6a82D143be04Cd25d563628e,ERC-20,ULP,18
UniswapV2Pair,0xf35E9cA7AD819A748F678C6Bd23A4987287C713C,ERC-20,ULP,18
UniswapV2Pair,0x25938830FBd7619bf6CFcFDf5C37A22AB15A93cA,ERC-20,ULP,18
UniswapV2Pair,0x59995cFa8713857C56404ad5a2C1B4e5881E976D,ERC-20,ULP,18
UniswapV2Pair,0x55222A2A85f0C2A41Ff51133ac150836ce802A45,ERC-20,ULP,18
UniswapV2Pair,0x86068E566dB5c30668F3AE03d9C1700D0B39c641,ERC-20,ULP,18
UniswapV2Pair,0xF105Df1aCdd02C10818C1F61DE64D0b65d161F5B,ERC-20,ULP,18
UniswapV2Pair,0xB18F5187cFDAcF1EDaF4f7B4E144a7867AaEcF04,ERC-20,ULP,18
UniswapV2Pair,0x8c774d1E374c08BbDBD5515cd6B063d0e5Cc110A,ERC-20,ULP,18
UniswapV2Pair,0xB08D69f18a94e08534Ffd3A6D06372B1823dFc47,ERC-20,ULP,18
UniswapV2Pair,0x583090d9f05f2Fac2D9B5A9960C8F27F68823E86,ERC-20,ULP,18
UniswapV2Pair,0xdE609bDAB5136D415FcAefD06c93E83CcB0a6D82,ERC-20,ULP,18
UniswapV2Pair,0x4550aa33f162A2887e40673Da1Bc8c23113Ce1F7,ERC-20,ULP,18
UniswapV2Pair,0xda36A59Ea2D8e5A4dE21Fb153b8dEd5a62BAd9D1,ERC-20,ULP,18
UniswapV2Pair,0xcc625BAa27335eA9537B2caD61246c586D0d635A,ERC-20,ULP,18
UniswapV2Pair,0xa6CF9D689C7a401F53943b5C23266EeE8812FCb5,ERC-20,ULP,18
UniswapV2Pair,0xEF921D5C41C53507886774e558A4B8ad6f3b0451,ERC-20,ULP,18
UniswapV2Pair,0x8C89f7bB791d94E10EEd4Eb78D0E886C82D7A2e3,ERC-20,ULP,18
UniswapV2Pair,0x17d524836916d1845F611287131990A42DB36400,ERC-20,ULP,18
UniswapV2Pair,0x35a3353546C258D94285dd5445d5Cc40ff49195a,ERC-20,ULP,18
UniswapV2Pair,0x70fc1242b727b11c7aAD8088aC2d1d0c959e6023,ERC-20,ULP,18
UniswapV2Pair,0xEa6fE86DdF41B0b75816BB69dc6a9e40Bc0D79F2,ERC-20,ULP,18
UniswapV2Pair,0x797139C73AF13396Db933238432452cd4035Fd9A,ERC-20,ULP,18
UniswapV2Pair,0x2BB94C21204589599D0905E9b3D05970D5f555CA,ERC-20,ULP,18
UniswapV2Pair,0x3fc81d6D7Fa2b2a58a6B399867E917510C927723,ERC-20,ULP,18
UniswapV2Pair,0xE225Bd7D8a1E55764A5Ee3349D9e723f76630576,ERC-20,ULP,18
UniswapV2Pair,0xf8E3891a38016dE2E6Ed5Fcc433Ca2BDB5e8f90c,ERC-20,ULP,18
UniswapV2Pair,0x11Ce57AaAE0418d120e4415691B6F174219e4b02,ERC-20,ULP,18
UniswapV2Pair,0xcc90d7b497eC7D3a0C086D1B804BbA8A4a8e747C,ERC-20,ULP,18
UniswapV2Pair,0xd0Ad5957BA831a1225AeAF4181fb242a52158BA7,ERC-20,ULP,18
UniswapV2Pair,0xaeD086cd3f714623b52Da05EF3fC2E944010a0D4,ERC-20,ULP,18
UniswapV2Pair,0x125D1DcA8957055d88fa80596bb538F53E5Ee599,ERC-20,ULP,18
UniswapV2Pair,0x0448d034D4A6D138c01e26bA64eC6011E93716eB,ERC-20,ULP,18
UniswapV2Pair,0x552ac6d7506BB64eF7BeF0E98953a7f35f1A5f06,ERC-20,ULP,18
UniswapV2Pair,0x696E8429D87dB245110F83296FB2f80Df2aD58Fc,ERC-20,ULP,18
UniswapV2Pair,0x6b5B32Fba10bd44Af0302F74abE9fAde21f835Ca,ERC-20,ULP,18
UniswapV2Pair,0xCd19ab14Be7a8E9Cdcc0617099c483b0146B870C,ERC-20,ULP,18
UniswapV2Pair,0x98b88dD1a0187cEDffb94b983c10bDCaa62e652B,ERC-20,ULP,18
UniswapV2Pair,0x313e1B5edEEbaB73b6e869a74A896dC999E204Cc,ERC-20,ULP,18
UniswapV2Pair,0x999AE8370c8F51198EdC87bC2ee131d34a747701,ERC-20,ULP,18
UniswapV2Pair,0x30F1639B42E5F14c176E47d07199F001F122238c,ERC-20,ULP,18
UniswapV2Pair,0xac9ab918A0F36C1Ff53f14E9CB49F81bE01b88F7,ERC-20,ULP,18
UniswapV2Pair,0x5326C288b431e8D01787114662c7B3c2eC730A39,ERC-20,ULP,18
UniswapV2Pair,0x724ff4aaFA4fd2C44a1726707C2f1b3d1650Eab9,ERC-20,ULP,18
UniswapV2Pair,0x239b062fB893cA0E1A6163f684575CB4Bf07B59B,ERC-20,ULP,18
UniswapV2Pair,0x7703874bd9fDAcCeca5085eaE2776E276411F171,ERC-20,ULP,18
UniswapV2Pair,0xf1281273C7261240304A3062378c7B91B74b6134,ERC-20,ULP,18
UniswapV2Pair,0xa121608BA08c6b1EB61924e4e4c0A983c13F75D4,ERC-20,ULP,18
UniswapV2Pair,0x3eA1e47F5126F6A6077A92965b9D1b1aa241893E,ERC-20,ULP,18
UniswapV2Pair,0xa966E30aF0dF1A3254C2f1Fc2ba6651684217933,ERC-20,ULP,18
UniswapV2Pair,0x2994297c01A441097535781731711a8122139B06,ERC-20,ULP,18
UniswapV2Pair,0xFB4157a258394c349eb44174132b048E82833904,ERC-20,ULP,18
UniswapV2Pair,0x5f5a52C9D3CA54D9804B60a1af1eC9D5cCcd2d74,ERC-20,ULP,18
UniswapV2Pair,0xC88f10D2db5994Bf299951bA52286EF5AB702614,ERC-20,ULP,18
UniswapV2Pair,0x216915F5edd69617cf10d3325286b13605a4347C,ERC-20,ULP,18
UniswapV2Pair,0x7BCc5047071D7F1dA46ca6Cb00f9eb42f1DbbB64,ERC-20,ULP,18
UniswapV2Pair,0x68e9c4f4676274B2A5D981423524dFe2ED360759,ERC-20,ULP,18
UniswapV2Pair,0x302C1cc85ef9642bFb6b14b9Ab4a8934CB8C171f,ERC-20,ULP,18
UniswapV2Pair,0x176F4d0B5F57D6972f7Db2977d15fe1a03C05e27,ERC-20,ULP,18
UniswapV2Pair,0xE7cC82Be4BFD3D127E6034A68831C0e381123319,ERC-20,ULP,18
UniswapV2Pair,0x2D4D6193edfe8748B9b00E1294655789EC51Ac27,ERC-20,ULP,18
UniswapV2Pair,0xfe801495eaAc62257a1258652a3e3c923B61C45d,ERC-20,ULP,18
UniswapV2Pair,0x4E0Abf0C52e6AE85FD9F128053aCf15fAf7f7360,ERC-20,ULP,18
UniswapV2Pair,0x2163bEDAe9dB6f4d60870c81754c3c173cC26F6A,ERC-20,ULP,18
UniswapV2Pair,0x3538072ad4f25ACf0c8dAB5CAb56f853B7F9656a,ERC-20,ULP,18
CeloKatzWarriors,0xa4BC4EfBA9D81962325B02eFE91772c7B4aaB31D,ERC-721,CKW,
NaviKatzWarriors,0xfA83588c92a353fba568D7C25A32E599FEa35763,ERC-721,NKW,
Cryptomancer,0x555A5f27B91c16dC361118123e80B4cAc044306A,ERC-721,MANCER,
CeloDoodles,0xDA34B0da16A7731E2ff9Ffdee8889271e254FB65,ERC-721,DOODLE,
CeloDoodles,0xDAd48E7974878949f1672c92014Cc0615c79746f,ERC-721,DOODLE,
LiquidityGaugeV3,0x107F94409746E8c8E6eFF139A100D17D9ca7FdfE,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xD0d57a6689188F854F996BEAE0Cb1949FDB5FF86,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xc96AeeaFF32129da934149F6134Aa7bf291a754E,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0x27D9Bfa5F864862BeDC23cFab7e00b6b94488CC6,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xdAA2ab880b7f3D5697e6F85e63c28b9120AA9E07,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0x127b524c74C2162Ee4BB2e42d8d2eB9050C0293E,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xE1f9D952EecC07cfEFa69df9fBB0cEF260957119,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0x0A125D473cd3b1968e728DDF7d424c928C09222A,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0x487c30CB18AA9Ced435911E2B414e0e85D7E52bB,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xd1B3C05FE24bda6F52e704daf1ACBa8c440d8573,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xE7195E651Cc47853f0054d85c8ADFc79D532929f,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xCAEd243de23264Bdd8297c6eECcF320846eee18A,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xe2d6095685248F38Ae9fef1b360D772b78Ea19D1,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0x5489b2F0A1992b889F47601D71E068Fd15c63f26,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0x1A8938a37093d34581B21bAd2AE7DC1c19150C05,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0x52517feb1Fc6141d5CF6718111C7Cc0FD764fA5d,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xD38e76E17E66b562B61c149Ca0EE53CEa1145733,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0x2459BDb59a3BF6Ab6C412Ac0b220e7CDA1D4ea26,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xF2ae5c2D2D2eD13dd324C0942163054fc4A3D4d9,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xCF34F4ec5DC9E09428A4f4a45475f6277694166c,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0x1250D6dd3B51D20c14a8ECb10CC2dd713967767e,ERC-20,mobLP-gauge,18
LiquidityGaugeV3,0xC5375860b33915Ee26184cD35CC57DE1Ca97b6E4,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0xaD18fda9B6eBD42d8bADE94fe55144A79b2E8EDb,ERC-20,MobLP-gauge,18
LiquidityGaugeV3,0x1A648004d8AB84eE34d2D1cd2F2A7a7828D6939F,ERC-20,MobLP-gauge,18
wmcEUR,0xAb32a0b6d427ce11a4cEf7Be174A3F291a2753E6,ERC-20,wmcEUR,18
CeloPunksCeloConnect,0x3e62dea5F1133c8B729cCEf38A14fF275D0BB3Cb,ERC-721,CCONNECTPUNK,
CeloPunksCeloConnect,0xc017019e7B1566900553987ac1D9b25D126dA16C,ERC-721,CCONNECTPUNKS,
CeloHedgeys,0x2AA5d15Eb36E5960d056e8FeA6E7BB3e2a06A351,ERC-721,HDGY,
AutocompVaultV1,0x664092b9d48612f53F2995205DEDc6F21eff9770,ERC-20,acMcusdIMMO,18
wmCELO,0x337ddAD7Fcb34E93a54a7B6df7C8Bae00fA91D09,ERC-20,wmCELO,18
UbeswapFarmBot,0xeC17fB85529A6A48cB6ed7e3c1d1a7cc57D742C1,ERC-20,RFP,18
CGEarnToken,0xeD4ba7a44f0e1A8a92276861Fcb15fb30c7f6f1c,ERC-20,CGEARN,18
MyToken,0x34C11A932853Ae24E845Ad4B633E3cEf91afE583,ERC-20,cRECY,18
PlastikRRGV1,0x2A7325859492E50c48979a5c4D9753126f091De0,ERC-721,PLASTIK,
PlastikNFTV1,0x88B268Bc3a711b0f3201ff0c6140F37732814F5C,ERC-721,PLASTIKART,
KNOX,0x833fD14F0FD4eaA47433A07428a46d1Ac60fA591,ERC-20,KNOX,18
FlanToken,0xa5033ad7F1928566225057Fa3e6F704e8401BC25,ERC-20,FLN,18
CeloErectus,0x56546DAF99C69c0F6271FA287b30A1946cA466f0,ERC-721,CER,
BEP20Token,0x0690D67D7Cb8853F08832F05F4a4f8Ad6E674CA3,ERC-20,CBTC,2
Energy,0x84c4e1f2965235f60073e3029788888252c4557e,ERC-20,NRG,18
KARMAGE,0x4eA676E377e717D078193ab9347c1e6836B06b22,ERC-20,KMC,18
YankeeExchange,0x555aD69103f8101645A797459b748A5B822AB9A5,ERC-20,YANKEE,18
GoodDollar,0xf2283840cE37DAe0a06B40a9A80603977f36fA3F,ERC-20,G$,2
Winter_Beauty_00,0xca6348eDE20E5146682cB58f8C496F4Ee875816b,ERC-1155,,
Miami,0x977CFf494d0095a70eAFa2168226F7a5C28c3444,ERC-20,MIA,18
CeloMiami,0x0dd7554275c8c702cb1007b76817E6eFA48864bd,ERC-20,MIA,18
Pixel,0x69dA5A4C381f1AeDfF548b44e122Fd1A9E3924D0,ERC-721,Pixel NFT,
KARMAGE,0x4213E7aB42dD21366508B18edfc33C29e7cBD81B,ERC-20,KMGE,18
CBep20Delegator,0x7CDc41129b3fDfCB2bA55f616D61ad45b7A8Cc74,ERC-20,cCUSD,8
CCELO,0x9de4171EDc1F69EAD07f7595bD3beD62d9215532,ERC-20,cCELO,8
CyberTimeCertNFT,0x20e9Eba55Aed8C05774FD0eE1f35438bE2b311b9,ERC-721,CTCN,
ARISwapToken,0x8481d620CBa0Dc4a4421D1015DAbc60Ec55d6172,ERC-721,ARIa,
CyberTimeCertNFT,0xa3272cD729273e1efD64bE23bBc530fD3876Ae01,ERC-721,CTCN,
Paper,0x1affBc17938a25d245e1B7eC6f2fc949df8E9760,ERC-20,PAPER,18
NonFungibleMinutes,0x6a51495EDae0f3761248d21FAeE58D585fFE6C27,ERC-721,NFM,
TelekomT3,0xA5E55c98078c0357066Bb78fAFB0060DfB1Ebc83,ERC-721,TT3NFT,
Ink,0x32975907733f93305BE28E2bfd123666b7A9c863,ERC-20,INK,18
CyberBoxCertNFT,0x34Ea9B587Dd98B7f84541A55c27b5A6cba6b815c,ERC-721,CBCN,
KarmageRewards,0x54257B7845688193230F9e8cF386423d8Fe194b6,ERC-20,rKMGE,18
GenNFTs,0x367fd1B49D643766d0Bb131BaB424344F28962F5,ERC-721,GEN,
Guppy,0xE509Be8dfB13a97340959b939b2552C1916CC7c9,ERC-20,GUPPY,18
CyberBoxCertNFT,0xBa82A8855C09020E1d163155E5D6b98c8Bcb695f,ERC-721,CBCN,
RevoUbeswapSingleRewardFarmBot,0x1cEC3e5722CB0a2FFB78e299b9607ea7efA92090,ERC-20,RFP,18
CyberTimeCertNFT,0xAC0BE69ABF9A845631193bd502d9e5373C11f6a1,ERC-721,CTCN,
KnoxWorld,0x96a47b237a4d684eC2b8BA6620061187C85875E0,ERC-721,KnoxWorld,
NonfungiblePositionManager,0x8Fe735E803C160B68dBBa3d508d9cd572daA7A18,ERC-721,UNI-V3-POS,
ERC1967Proxy,0xC668583dcbDc9ae6FA3CE46462758188adfdfC24,ERC-20,stCELO,18
ERC1967Proxy,0xDc5762753043327d74e0a538199c1488FC1F44cf,ERC-20,rstCELO,18
ERC1967Proxy,0x0f497a790429685a3CfD43b841865Ee185378ff0,ERC-721,MINIMICE,
NonfungiblePositionManager,0x3d79EdAaBC0EaB6F08ED885C05Fc0B014290D95A,ERC-721,UNI-V3-POS,
SPACTToken,0xFC39D3f2cBE4D5efc21CE48047bB2511ACa5cAF3,ERC-20,SPACT,18
MoneyArt,0x175D9Db34c67C15D1a39008Cb0Ae375fCAbA3f92,ERC-20,MONAR,18
ERC1967Proxy,0x5214A04E24eAf78010330Cd9C290FaacC35490a1,ERC-721,SWAY,
Prime,0x3B07929950357629c7Cb353bA298eD092Ab51B2e,ERC-20,D2D,18
Pixaton,0x23FaCed31c5d1c5cb06778eBE46A29eb4E7106dB,ERC-20,PXT,18
CeloWhales,0x6eBc8879Ee57334B14a9B1e3A2fDe55E172193C6,ERC-721,CWHALE,
CeloWhales,0x9ec4561d95689Fb0e0C37940ca925F60a3d335c3,ERC-721,CWHALE,
StakedTokenVault,0x25B2A20AbF9F8D35e61DCFCC4d9Afd39874Ec881,ERC-20,,18
supraVaultV5,0xFee23Aeb633D20703173e727508CAfAD6930cb47,ERC-20,supraPOOF-UBE_Ubeswap,18
SpiralsCUSDVault,0x132DB9d8ee6Ff5a397f0f0e2e771388da2ee477C,ERC-20,spcUSD,18
SpiralsCUSDVault,0x6eB778dC6Afc2c0E5fAa0Bb505BBd9D891afb6EE,ERC-20,spcUSD,18
PlastikNFTV3,0x304C9C8738D86fA76607B53C85B6472e409B8673,ERC-721,PLASTIK,
PlastikPRGV2,0xa426973E3eF0d36A2BfA1940b4bAC1E2673fDEf3,ERC-1155,,
TransparentUpgradeableProxy,0xd89064E0b68B50c6AC51904a6abab7dE88d3b0D3,ERC-20,spCELO,18
Shiki,0x91d0e3A2BCCf036bcf61536D2BDFD47D79946aAE,ERC-721,SHIKI,
DxMMS,0xeDD8b99Bc51280C103bBb04406432Ed58CC6e376,ERC-721,SHARK,
TransparentUpgradeableProxy,0x0DDA45D87751e9b5c8542527eeC57d001942898a,ERC-20,spcUSD,18
ERC20Project,0x412534C87468d47cA440ADf3A4EAc5Cdddc37fA6,ERC-20,uWTA,2
ERC20Project,0xBE5c38776e2F06aB83a246B028fDcc082F3C04E5,ERC-20,uWC,2
supraVaultV5,0x3E7d3EbC82EA10CF683B022515C4Ca53f718bA40,ERC-20,a,18
POAVToken,0x9eBF4D434139A90d8bB9c6da4E9e2FA909E711a7,ERC-721,POAV,0
SST,0x4925554248994eAA30Ae9F4A47738b740fa804f6,ERC-20,STC,18
CarbonPathNFT,0x89a021b0873EEee6AE28eef4Ec90e2c4a4d96b5A,ERC-721,$CPNFT,
KolorLandNFT,0x4D5807593844EC2538C012dD22EEC5d157cB7D20,ERC-721,KLand,
MagentaPinguClub,0x4ea15B90E262A66C6A47aBbc74D043FBa4b65ab9,ERC-721,MPC,
FIRUToken,0x6E8c30f31aF6a5a860aCfDd1d312773cFb280B14,ERC-20,FIRU,8
TDFPrebuild,0x15ED066CA50f85d8106D27111F599ff357C490Ef,ERC-20,pTDF,18
IScamPeople,0xF93781122043Afc1D1C7A90f2DB93Bd21D8229F1,ERC-20,SCAMMER,18
KolorLandNFT,0x86178FF5C54d4156936cDDA87F9D0358D7e7c98e,ERC-721,KLand,
POAVToken,0x84e2979d56e1bE192C7b72F1dE401A15B9af3c67,ERC-721,TICK,0
wmcUSD,0xD96A74081440C28E9a3c09a3256D6e0454c52E41,ERC-20,wmcUSD,18
NounsToken,0xfE1ec619F88f17132587EAa7e547d5261282B4Ec,ERC-721,spunk,0
NounsToken,0xBFd3f3113C892f9362223833BbbE3EfC32b413dB,ERC-721,spunk,0
NounsToken,0xbE2E36A243dC4ae347598497c900da5Aeb52C8bC,ERC-721,spunk,0
NounsToken,0x971dF8629B970CC0292Aa88B8E0A90B59eD01397,ERC-721,spunk,0
TestToken,0xD5BEE31f819dd19131d7bde9127c1B37DB8f3882,ERC-20,TT,18
ERC20Project,0x00a3f5e633E094e401d9e94FDefF1c75Ba85Cc8D,ERC-20,uWAC,2
ERC20Project,0xdABe72469Eb9DFd465F33933B83f9d7039630269,ERC-20,uWIBES,2
BeaconProxy,0x37f750B7cC259A2f741AF45294f6a16572CF5cAd,ERC-20,USDC,6
PlastikToken,0x27cd006548dF7C8c8e9fdc4A67fa05C2E3CA5CF9,ERC-20,PLASTIK,9
PlastikNFTV4,0x8D4ab1a461DAa1937c6a7F1f6584106aF311Ea9C,ERC-721,PLASTIK,
Minereum,0xF9d922c055A3f1759299467dAfaFdf43BE844f7a,ERC-20,MNEC,8
ERC20Project,0x5a78818b26791fBB0870bf15D96DcfD5ACABb92c,ERC-20,uWLC,2
CyberBoxCertNFT,0xA4A8E345E1a88EFc9164014BB2CeBd4C2F98E986,ERC-721,CBCN,
SUNEBUCKS,0x759Fdbc9Bd4156C513cD70ef1e1A5777b234664d,ERC-20,SUNE,18
CarbonPathToken,0x653eAd45a8c49C6d86b430fB742A5bfF55BAe53F,ERC-20,CPC02STG,18
CarbonPathNFT,0x3cff4807ee8Ed8B813A124900D5338074Be6A6EB,ERC-721,CPNFT,
TravelSaver,0x207856B02b264b7C60fdE304658d683184254330,ERC-20,,
TravelSaver,0xCd58b4544d75CDA2f1F02CC4B423867689A3601A,ERC-20,,
UUPSProxy,0x62B8B11039FcfE5aB0C56E502b1C372A3d2a9c7A,ERC-20,G$,18
ERC20Mock,0x8Ab457C4c818153DE31bEF5Aa5D696A7E1EaD267,ERC-20,TUSDC,18
sGoldenCelo,0x9779a9D28862Eb20d2aEf4DabFB1552cE76E0071,ERC-20,MEMO,9
CarbonCredits,0xc3377Ea71F1dc8e55Ba360724eff2d7aD62a8670,ERC-20,ATLASX,18
CelofarmsToken,0x3617Dd643d3991565c6D62B6Be44990dD550aE99,ERC-20,fCELO,18
TestCUSD,0x2d6823Fc318843265C3178C67A99c63Acd0eC85b,ERC-20,tcUSD,18
CarbonPathNFT,0xEbA07EE6b08171f388cA92327F008CA5CaEf4001,ERC-721,CPNFT,
CarbonPathToken,0x0e43906FBef1945d88cfbf173cB14B07c2Eb04aB,ERC-20,CPCO2STGv2,18
TravelSaver,0x46c4F585B1948f21E733C5e08e55330de22f9119,ERC-20,,
TravelSaver,0xa1A612F94923C9ed70f9bC124BC035b3bFd6b00e,ERC-20,,
CarbonPathToken,0xd7dd367ea602bE314e5050C3334A3d4c2FdeFe21,ERC-20,CPCO2,18
UUPSProxy,0xFa51eFDc0910CCdA91732e6806912Fa12e2FD475,ERC-20,G$,18
TransparentUpgradeableProxy,0x5C254cDEC89bd05fF627053CeD379CD9A843C6af,ERC-721,WHL-VHC,
PlastikPRGV3,0xA943E609956DAC3Ce3f4F58168026004C83AC511,ERC-1155,,
PlastikNFTMulV4,0x28793679DAe02C3eA463Dd1db7f99dc301eE231E,ERC-1155,,
ERC20Project,0x55A57528a03c53203D809c982Eac3F2140326319,ERC-20,uWBY,2
CarbonPathNFT,0x1F97C75201f2621f14d0c33Fb301747879177fB5,ERC-721,CPNFT,
GhostCollection,0x91ba8A14D2CC851aBb69212c09f59e06e1e7f0a5,ERC-721,JML,
MultipliedStakedIMTX,0x981caDA0d62254c5244402Eb39bd5E1A50a22468,ERC-20,msIMTX,18
IMTX,0x84084B3a9fF2cb1f617355D0773Eb37722BA1D49,ERC-20,IMTX,18
OptimizedTransparentUpgradeableProxy,0x59578a7381a77770B46153A7443a4c566fCC5427,ERC-20,TDF,18
TestCUSD,0x87680B0a24aa4B079C6ba106E999Eb061FF9136B,ERC-20,tcUSD,18
ReserveToken,0x98A90EcFB163d138eC289D05362f20613A0C02aC,ERC-20,RESERVE,18
CarbonPathNFT,0x42F4d3c58C3e75fe6AdC102fEC7Bd6A276b79E42,ERC-721,CPNFT,
OptimizedTransparentUpgradeableProxy,0x10CB7F49389787A99b59B2f87dfDd3bba141559f,ERC-20,TDF,18
MyToken,0x148F29F6f74c41009ed81620dCa160786D7d55B5,ERC-721,MTK,
TransparentUpgradeableProxy,0x8E19B1Ad222147193a9aF9B0A844B680721a007D,ERC-721,WHL-VHC,
JValeskaOnCelo,0x5f13C068707eEd266AFBfBD5f39298B76Db07398,ERC-721,JVOC,
SubscriptionsBoundAccountsManager,0x9238eC5588F39F6f8E23f4bbF8f2336049365DA3,ERC-20,CRED,18
OutflowNFT,0xC09c8D5c1F1325ed2D33B1153dC75edf76f080e7,ERC-721,OUTF,
SubscriptionsBoundAccountsManager,0x1dF2013adCadFab51D7233547c78331f23B03e04,ERC-20,CRED,18
